UserId,c#,java,javascript
371228,,,18.18
371234,0.0,,100.0
371250,0.0,32.5,0.0
371298,44.59,,0.0
371309,,0.0,35.0
371319,71.43,,66.67
371388,0.0,20.34,100.0
371392,0.0,17.65,22.22
371407,,,0.0
371408,,0.0,36.11
371530,0.0,42.86,25.0
371539,,0.0,64.0
371610,0.0,,0.0
371637,31.5,100.0,32.88
371707,,25.0,25.0
371760,,0.0,0.0
371793,0.0,33.33,44.44
371933,22.09,0.0,0.0
372026,0.0,0.0,0.0
372076,,21.21,0.0
372149,0.0,0.0,33.33
372163,31.32,50.0,0.0
372239,32.95,29.9,37.18
372405,,0.0,50.0
372496,,7.69,0.0
372550,,42.86,0.0
372562,,,20.0
372617,,50.0,100.0
372643,45.0,51.49,42.86
372654,,0.0,14.29
372666,6.67,0.0,0.0
372694,,,50.0
372743,0.0,13.04,14.29
372757,0.0,21.05,25.0
372860,,23.29,0.0
372871,35.96,42.86,100.0
372926,27.27,100.0,41.67
373021,25.71,100.0,0.0
373025,22.22,12.5,33.33
373151,6.67,30.1,0.0
373175,,,16.67
373254,,34.78,75.0
373321,49.28,,0.0
373334,30.0,,50.0
373378,50.0,,50.0
373455,16.67,57.14,0.0
373469,,,50.0
373496,,0.0,47.37
373542,,14.29,0.0
373598,,,0.0
373653,0.0,30.47,0.0
373655,0.0,,40.86
373712,100.0,,33.33
373861,50.0,46.2,0.0
373962,0.0,25.37,0.0
373971,20.0,,0.0
374075,25.0,,27.27
374104,37.66,0.0,25.0
374198,28.1,33.33,38.1
374262,,,25.81
374293,,20.69,50.0
374310,56.12,0.0,54.73
374385,,,50.0
374395,,100.0,40.0
374420,24.56,0.0,33.33
374476,,33.33,14.29
374693,62.86,55.77,68.0
374746,0.0,20.0,0.0
374750,36.76,27.27,29.27
374797,,20.0,0.0
374804,25.33,0.0,27.12
374835,6.45,0.0,20.0
374866,29.41,0.0,30.77
374953,50.0,,50.0
375022,22.81,0.0,50.0
375087,,,0.0
375147,,66.67,50.0
375192,15.84,0.0,9.52
375209,,37.5,0.0
375224,100.0,0.0,34.38
375230,0.0,0.0,33.33
375232,18.18,20.9,0.0
375300,,,100.0
375368,20.69,0.0,0.0
375373,,,50.0
375394,33.33,100.0,36.25
375551,0.0,0.0,41.67
375688,0.0,16.67,0.0
375690,,100.0,55.56
375722,41.03,49.65,33.33
375797,0.0,,100.0
375874,0.0,18.66,0.0
375929,,38.71,0.0
375960,,,6.25
375966,,,30.77
376016,,42.86,100.0
376107,,,100.0
376113,0.0,33.33,0.0
376128,,0.0,24.39
376138,100.0,,45.45
376340,,41.24,40.0
376345,,33.33,30.77
376366,53.85,57.14,0.0
376371,,100.0,100.0
376378,,,0.0
376382,43.48,24.39,17.39
376386,0.0,0.0,12.12
376409,33.69,37.5,66.67
376483,,0.0,23.08
376513,,0.0,31.25
376535,41.18,46.15,39.69
376646,,,40.91
376680,,50.0,29.41
376692,28.95,20.0,0.0
376700,32.14,0.0,0.0
376702,0.0,,0.0
376728,33.33,66.67,46.67
376743,,,51.15
376789,100.0,33.33,46.03
376821,,0.0,0.0
376829,,43.48,0.0
376873,33.33,66.67,42.86
376929,100.0,,33.33
376947,,,0.0
377011,0.0,,0.0
377014,,30.43,0.0
377037,25.0,37.5,31.17
377095,,,0.0
377133,23.68,0.0,22.5
377142,,0.0,30.0
377269,,,0.0
377270,35.59,32.67,17.39
377369,100.0,0.0,26.32
377464,0.0,0.0,42.15
377476,28.57,0.0,0.0
377628,,31.43,13.33
377639,32.95,23.91,23.61
377657,23.53,23.08,0.0
377663,47.5,,14.29
377856,,,18.75
377917,,0.0,22.22
377953,50.0,36.36,21.05
378024,25.0,0.0,48.54
378151,0.0,16.67,12.5
378185,,36.84,33.33
378306,,,50.0
378360,0.0,40.0,0.0
378439,,16.67,42.86
378594,,100.0,20.0
378622,,,42.86
378783,20.51,0.0,0.0
378806,21.95,27.27,29.61
378822,,,62.5
378874,,,0.0
378968,0.0,9.92,20.0
378979,,13.89,0.0
379008,28.57,50.0,25.82
379028,,33.33,0.0
379115,,0.0,0.0
379122,,,66.67
379160,,,40.0
379348,57.89,0.0,0.0
379378,19.12,0.0,22.78
379428,0.0,33.33,0.0
379439,,50.0,35.0
379482,0.0,0.0,50.0
379504,,0.0,33.33
379512,,72.73,34.51
379538,,100.0,30.0
379550,34.51,50.0,66.67
379641,27.27,,0.0
379650,,,26.37
379677,29.33,0.0,0.0
379693,,27.85,0.0
379698,,0.0,42.5
379714,38.36,,40.0
379739,18.18,,0.0
379756,,,100.0
379779,25.0,17.05,26.32
379798,,,50.0
379800,23.53,,28.0
379855,48.57,16.67,47.13
379888,,0.0,0.0
379897,22.22,20.0,0.0
379950,,20.0,0.0
379982,50.0,,44.44
380066,,,0.0
380096,62.5,,41.67
380317,0.0,,18.75
380331,13.64,20.0,33.33
380364,,100.0,0.0
380374,,0.0,33.33
380384,24.47,,33.33
380425,25.0,60.0,50.0
380451,,0.0,33.33
380487,,100.0,59.18
380518,23.96,0.0,0.0
380561,,,0.0
380579,0.0,58.33,25.0
380607,,,0.0
380621,0.0,0.0,46.67
380625,,0.0,50.0
380691,0.0,43.33,0.0
380827,,42.86,0.0
380829,,,34.62
380926,60.96,,37.5
381010,,100.0,100.0
381060,21.28,0.0,12.5
381083,,20.83,0.0
381148,11.94,,15.0
381149,50.0,100.0,50.0
381211,,33.33,71.43
381232,,,50.0
381285,,,0.0
381345,48.78,46.94,43.9
381422,15.0,50.0,46.55
381588,58.97,55.56,100.0
381708,11.11,12.5,33.33
381709,54.17,100.0,52.73
381716,0.0,23.53,0.0
381798,,,0.0
381801,23.08,4.55,33.33
381874,0.0,0.0,22.22
381897,,39.24,0.0
381935,,,100.0
381938,39.34,33.33,30.19
381995,36.11,26.67,31.82
382009,33.33,25.0,0.0
382011,38.81,40.0,25.0
382016,34.48,,100.0
382059,71.43,,50.0
382116,60.0,,0.0
382135,,,100.0
382166,100.0,100.0,27.27
382228,,50.0,32.35
382307,36.11,25.0,44.44
382374,,,0.0
382456,57.14,,40.38
382463,,0.0,16.67
382471,12.5,0.0,0.0
382508,0.0,0.0,7.69
382520,,100.0,50.0
382536,,,25.0
382560,,33.33,0.0
382736,,0.0,19.05
382749,,,100.0
382763,50.0,42.35,0.0
382783,37.5,20.0,25.0
382809,0.0,,30.77
382818,20.0,,33.33
382827,0.0,,45.45
382849,33.33,,30.0
382879,,50.0,100.0
382906,20.0,20.0,0.0
382920,,35.29,0.0
382938,,100.0,0.0
382982,,,29.45
383007,30.0,0.0,8.33
383087,25.0,34.91,33.33
383124,20.0,45.45,28.57
383148,,,16.67
383167,36.99,11.76,25.0
383402,0.0,30.69,41.86
383414,0.0,29.79,0.0
383478,25.0,50.0,45.0
383609,0.0,0.0,37.95
383635,0.0,0.0,38.81
383691,,0.0,0.0
383710,39.13,0.0,50.0
383744,0.0,0.0,32.08
383759,,100.0,27.78
383764,,,22.22
383780,,,0.0
383793,,,15.38
383795,,10.0,100.0
383814,58.33,,52.94
383838,66.67,28.95,0.0
383839,0.0,33.33,0.0
383847,,0.0,64.29
383861,0.0,57.8,0.0
383888,,0.0,0.0
383904,100.0,0.0,45.73
383912,,,40.74
383936,,37.24,10.0
384110,100.0,,0.0
384115,0.0,33.33,0.0
384155,33.33,27.78,15.38
384231,,,0.0
384293,,,100.0
384349,,,25.0
384417,33.33,66.67,25.0
384443,100.0,,100.0
384464,60.0,18.58,50.0
384478,38.89,,50.0
384484,,22.5,0.0
384533,45.16,,50.0
384546,58.76,0.0,50.0
384617,50.0,28.57,55.0
384670,,,0.0
384713,,,100.0
384802,,33.33,50.0
384803,0.0,30.51,41.67
384808,34.04,18.18,20.0
384954,100.0,100.0,36.84
384985,0.0,,65.52
385024,83.33,,50.0
385149,22.5,60.0,50.0
385152,0.0,,66.67
385202,,39.29,0.0
385257,27.27,,20.0
385264,,,0.0
385273,0.0,37.5,28.66
385326,38.0,0.0,37.93
385378,33.33,0.0,27.27
385402,,100.0,0.0
385433,22.22,33.33,50.0
385532,50.0,,12.5
385544,15.79,25.0,22.22
385548,,0.0,0.0
385687,14.29,,0.0
385815,,,0.0
385822,,,100.0
385844,34.03,14.29,0.0
385848,,,0.0
385873,12.5,,20.0
385907,0.0,0.0,0.0
385913,33.33,0.0,20.0
385950,,25.0,29.41
385966,,,44.44
385979,0.0,,0.0
385982,,100.0,46.15
385995,43.33,,0.0
385997,60.0,41.18,54.47
386152,25.0,100.0,31.23
386161,47.62,,45.45
386178,11.76,32.08,25.81
386182,31.58,100.0,100.0
386188,22.88,0.0,26.09
386201,,25.0,33.33
386221,,,0.0
386327,0.0,0.0,50.0
386348,,0.0,29.51
386378,,,18.92
386455,100.0,0.0,13.16
386579,,0.0,18.18
386610,12.5,0.0,33.33
386685,33.33,,12.5
386738,,0.0,44.44
386751,25.0,0.0,16.39
386770,,,50.0
386817,,,0.0
386841,50.0,,11.11
386869,0.0,,100.0
386941,33.33,,22.22
387002,,,45.0
387008,,50.0,20.0
387058,34.36,0.0,25.0
387064,,100.0,0.0
387076,0.0,57.14,50.0
387103,,71.43,50.0
387135,,,50.0
387194,42.86,16.67,37.33
387254,0.0,0.0,57.89
387347,,,55.77
387387,,,0.0
387402,,,25.0
387405,,,33.33
387413,0.0,,30.0
387592,,,31.25
387778,33.33,0.0,33.33
387809,32.0,0.0,50.0
387927,,68.52,100.0
388006,,29.41,27.27
388026,,0.0,38.89
388037,0.0,25.0,0.0
388182,0.0,50.0,50.0
388267,23.81,100.0,0.0
388299,0.0,22.97,33.33
388350,,,33.33
388388,41.18,0.0,33.33
388389,0.0,51.28,44.44
388412,,,37.5
388427,,,20.0
388443,,0.0,0.0
388458,,,0.0
388520,20.0,14.29,27.78
388573,,,50.0
388626,16.67,100.0,0.0
388639,,,20.0
388702,,71.43,100.0
388787,0.0,20.0,50.82
388827,,34.29,62.5
388834,,,61.54
388889,,54.55,50.0
388916,50.0,50.0,35.06
388929,,0.0,21.88
388951,,,45.24
389012,0.0,,75.0
389026,,0.0,0.0
389034,0.0,100.0,42.86
389051,0.0,36.36,50.0
389099,0.0,67.42,50.0
389105,,100.0,0.0
389119,,0.0,50.0
389122,,,0.0
389146,100.0,36.36,45.45
389222,27.27,50.0,0.0
389236,60.42,0.0,0.0
389237,0.0,,20.0
389271,,,20.0
389287,0.0,23.81,40.0
389289,0.0,100.0,35.29
389405,0.0,0.0,0.0
389430,,,0.0
389432,0.0,,66.67
389442,0.0,0.0,33.33
389453,,,100.0
389569,,,14.29
389745,21.57,,34.85
389823,50.0,50.0,0.0
389958,50.0,,20.0
390054,,50.0,18.18
390153,0.0,23.33,16.67
390177,,38.89,0.0
390223,,,36.36
390278,48.24,38.1,66.09
390280,12.5,22.22,16.67
390330,35.09,,44.33
390407,33.33,0.0,35.94
390501,25.0,,0.0
390510,0.0,0.0,50.0
390513,,34.62,0.0
390522,,,33.33
390581,,53.85,0.0
390640,,0.0,0.0
390695,12.32,15.93,0.0
390722,0.0,0.0,0.0
390747,0.0,0.0,23.68
390807,20.0,42.86,0.0
390808,0.0,,100.0
390819,52.63,,50.0
390897,,0.0,56.41
390913,0.0,30.0,0.0
390977,,,50.0
390989,66.67,56.25,80.0
391150,26.47,100.0,14.29
391161,32.14,35.47,38.46
391227,,44.44,35.29
391231,,0.0,100.0
391315,28.57,12.5,15.38
391345,35.0,0.0,15.79
391445,0.0,,0.0
391531,0.0,0.0,25.0
391545,11.11,,100.0
391605,10.58,,8.33
391668,,0.0,0.0
391796,,,100.0
391850,37.5,12.0,22.73
392044,46.91,43.33,42.15
392046,25.3,17.33,50.0
392102,42.86,,54.43
392130,,38.89,0.0
392132,0.0,,100.0
392178,,0.0,0.0
392271,,,44.44
392549,0.0,,0.0
392585,40.0,44.44,60.0
392626,0.0,35.71,26.67
392632,27.27,7.41,0.0
392684,0.0,,17.65
392725,,,0.0
392858,0.0,0.0,0.0
392946,,73.33,100.0
392957,31.15,0.0,0.0
392975,,0.0,0.0
393005,16.67,,69.23
393021,0.0,33.33,58.33
393077,39.76,27.27,0.0
393109,,,0.0
393194,0.0,,50.0
393243,,,22.73
393280,14.29,,32.04
393406,,,38.1
393436,0.0,0.0,0.0
393459,0.0,25.0,31.03
393487,31.08,29.41,0.0
393488,,27.78,0.0
393615,40.7,66.67,60.0
393639,,11.76,16.67
393701,0.0,47.62,42.86
393704,,,25.0
393758,,,6.67
393783,0.0,,22.22
393805,,25.0,38.46
393877,18.87,0.0,0.0
393908,26.76,6.25,21.74
393941,0.0,,19.35
393964,,0.0,50.0
393984,0.0,0.0,36.36
394010,100.0,44.44,57.43
394012,21.74,50.0,34.78
394013,,,22.58
394028,31.08,0.0,30.0
394042,33.33,,5.71
394094,,,0.0
394133,,,0.0
394167,55.56,60.0,60.0
394228,,,0.0
394282,,,100.0
394431,,29.17,50.0
394484,,100.0,0.0
394487,34.15,0.0,0.0
394491,66.67,25.0,25.0
394663,0.0,,0.0
394855,36.76,,20.0
394868,0.0,31.82,100.0
394969,,,0.0
394978,45.0,100.0,40.0
395181,,49.25,33.33
395213,,,0.0
395239,,,0.0
395255,43.75,50.0,40.0
395258,,,71.43
395287,,50.0,50.0
395295,,,0.0
395353,,,60.0
395359,21.25,33.33,33.33
395379,,0.0,39.29
395386,40.0,,0.0
395461,100.0,66.67,0.0
395582,0.0,,50.0
395616,,0.0,42.86
395628,27.12,20.0,34.57
395659,15.27,18.86,13.46
395681,,0.0,14.29
395718,29.2,50.0,0.0
395737,,,66.67
395760,48.0,36.36,50.0
395804,,0.0,0.0
395821,0.0,42.55,0.0
395842,,,20.0
395851,,0.0,0.0
395857,,28.57,0.0
395897,,,0.0
395910,,,49.64
395939,,,0.0
395974,0.0,16.67,16.67
395984,,100.0,0.0
396005,40.0,50.0,50.0
396077,,,100.0
396119,32.26,0.0,45.45
396183,,0.0,10.71
396200,7.41,0.0,40.0
396300,,0.0,53.33
396304,,33.33,66.67
396318,0.0,100.0,40.0
396335,33.33,,0.0
396373,,66.67,11.11
396383,0.0,,0.0
396415,,,75.0
396429,,,0.0
396458,42.0,50.0,55.38
396476,,100.0,7.14
396551,33.33,0.0,0.0
396583,0.0,,0.0
396618,100.0,36.54,22.73
396631,16.0,0.0,14.29
396681,0.0,,0.0
396746,42.55,0.0,9.09
396747,0.0,32.93,36.36
396761,25.0,,40.0
396811,,,0.0
396861,16.13,0.0,33.33
396862,,0.0,50.0
396967,,,0.0
397016,50.0,43.7,0.0
397092,14.29,0.0,0.0
397195,,,25.0
397336,6.25,0.0,39.13
397524,25.0,,0.0
397540,0.0,0.0,18.18
397667,11.11,33.33,26.67
397707,,25.0,0.0
397786,0.0,24.58,16.67
397816,0.0,0.0,16.67
397817,25.25,0.0,42.86
397861,0.0,100.0,32.93
397898,,25.0,25.0
397902,0.0,,100.0
397913,34.19,0.0,21.43
398055,0.0,,33.33
398060,25.0,0.0,0.0
398212,,,0.0
398242,,,53.41
398309,0.0,20.69,21.43
398368,20.63,,12.5
398412,20.55,0.0,50.0
398434,,,0.0
398460,0.0,15.38,0.0
398461,,0.0,33.33
398469,,44.44,100.0
398519,0.0,33.33,40.0
398546,16.9,0.0,0.0
398575,10.0,14.29,0.0
398606,,50.0,62.34
398618,17.39,0.0,0.0
398630,9.52,,0.0
398640,,0.0,20.0
398670,65.71,46.31,40.0
398701,100.0,33.33,25.93
398706,44.44,,0.0
398715,33.33,27.27,0.0
398797,18.42,16.13,25.0
398844,0.0,,26.67
398861,0.0,0.0,20.0
398885,15.38,15.56,0.0
398939,0.0,100.0,36.67
398963,,29.31,0.0
398968,28.57,25.0,50.0
399037,23.0,10.71,15.49
399077,,,58.82
399105,0.0,0.0,0.0
399268,0.0,16.67,50.0
399308,,,50.0
399317,0.0,17.39,38.1
399436,24.39,,28.57
399489,,,0.0
399584,11.11,,25.0
399647,11.11,0.0,18.18
399649,33.97,40.0,30.0
399663,100.0,17.65,66.67
399698,34.0,0.0,8.33
399704,21.05,0.0,27.27
399707,,,0.0
399722,28.23,0.0,13.33
399725,,,0.0
399738,,10.0,75.0
399759,0.0,0.0,50.0
399772,0.0,,0.0
399815,36.36,22.5,26.32
399908,27.27,0.0,50.0
399938,,0.0,0.0
399964,,,0.0
399992,,35.29,25.0
400056,0.0,28.57,20.0
400127,,50.0,32.43
400222,,20.0,100.0
400223,48.53,0.0,48.53
400277,100.0,0.0,0.0
400286,100.0,0.0,44.74
400375,55.56,,100.0
400407,,,0.0
400424,,0.0,40.0
400440,,,0.0
400545,,79.41,100.0
400547,35.27,20.83,33.33
400617,,0.0,63.16
400653,,,0.0
400654,75.0,71.43,58.75
400745,0.0,,0.0
400790,,,50.0
400836,,,37.5
400848,,0.0,0.0
400861,56.67,50.0,20.0
400966,,,50.0
401019,,0.0,0.0
401025,,28.57,50.0
401048,,,0.0
401060,,25.0,57.14
401096,70.59,66.67,52.63
401137,,50.0,42.73
401147,,,0.0
401299,0.0,,7.69
401353,,,41.67
401446,33.33,25.0,33.33
401450,,,19.05
401510,100.0,,62.5
401539,,33.33,41.03
401581,0.0,0.0,16.67
401656,,34.48,37.04
401672,0.0,0.0,14.71
401728,33.43,14.29,28.57
401828,30.91,,0.0
401896,,,0.0
401996,,,0.0
402008,,20.0,100.0
402022,41.04,0.0,38.1
402027,38.46,18.42,50.0
402033,0.0,44.26,0.0
402037,50.0,100.0,49.32
402041,25.0,,0.0
402053,0.0,47.69,100.0
402081,37.98,0.0,0.0
402149,,40.0,60.0
402169,16.07,25.0,0.0
402222,11.36,,17.65
402240,0.0,0.0,38.46
402253,25.0,27.27,49.43
402322,0.0,4.35,12.5
402331,34.34,,18.18
402366,10.24,,0.0
402494,,,33.33
402551,100.0,100.0,36.36
402610,,12.5,25.0
402629,,,0.0
402637,,28.57,0.0
402706,42.42,0.0,48.47
402715,,,100.0
402870,,,0.0
402884,,24.42,38.89
402941,28.57,,100.0
403046,,,50.0
403105,,,50.0
403132,,16.09,11.11
403133,0.0,0.0,37.25
403230,,,0.0
403234,25.76,25.0,100.0
403255,,31.58,0.0
403279,,50.0,25.0
403390,100.0,0.0,50.0
403457,,,0.0
403571,,0.0,0.0
403610,0.0,50.0,36.0
403614,,,16.67
403661,26.67,50.0,50.0
403664,,0.0,16.67
403671,46.17,50.0,37.5
403682,0.0,23.08,18.18
403697,,,50.0
403717,,0.0,25.0
403805,,0.0,0.0
403844,,,0.0
403846,,,44.44
403939,,,0.0
403952,33.33,,42.86
403959,31.82,,41.67
403965,,,0.0
404033,0.0,36.36,52.81
404051,0.0,22.58,0.0
404054,,,33.33
404060,100.0,0.0,0.0
404099,33.33,66.67,20.0
404264,25.0,50.0,0.0
404321,,,33.33
404335,50.0,0.0,42.72
404395,,17.39,20.0
404421,44.9,50.0,0.0
404536,,50.0,52.94
404568,,75.0,40.0
404581,,0.0,42.86
404615,,33.33,33.33
404623,,,43.88
404699,,,10.0
404732,,,0.0
404760,0.0,22.58,33.33
404854,36.02,0.0,28.57
404863,0.0,,0.0
404970,50.0,35.29,75.0
404993,,,0.0
405013,,28.57,44.44
405015,50.0,50.0,66.83
405017,0.0,0.0,45.55
405018,,18.52,33.33
405096,,0.0,41.67
405117,0.0,6.9,10.81
405143,100.0,50.0,54.7
405210,100.0,50.0,100.0
405238,0.0,,16.67
405481,,0.0,33.33
405529,,,29.41
405550,,,0.0
405559,0.0,,100.0
405623,,,35.84
405645,,,100.0
405673,27.45,,17.95
405681,,100.0,40.0
405781,,,0.0
405796,,0.0,62.5
405865,,,7.69
405892,88.89,,100.0
405906,37.5,33.33,53.85
406009,50.0,40.0,50.0
406174,,0.0,0.0
406236,,0.0,0.0
406249,,,27.78
406276,33.33,,71.43
406323,25.53,15.38,23.91
406429,,53.15,25.0
406458,,,25.0
406543,,,16.67
406592,0.0,,0.0
406642,0.0,,0.0
406659,,,21.43
406677,,,0.0
406691,100.0,22.22,0.0
406693,0.0,,0.0
406712,58.33,28.57,75.0
406732,30.0,,0.0
406800,,,25.0
406857,,0.0,0.0
406903,53.33,,25.0
406984,,27.59,60.0
406987,50.0,25.0,100.0
407003,0.0,0.0,0.0
407054,0.0,,22.22
407071,50.0,0.0,0.0
407138,,,0.0
407170,100.0,65.71,50.0
407194,,50.0,100.0
407200,25.0,0.0,0.0
407213,,,4.76
407254,16.67,0.0,14.29
407318,,,52.08
407379,,0.0,0.0
407382,,,38.1
407438,38.89,11.11,50.0
407466,,52.17,54.29
407526,25.0,0.0,44.44
407528,20.0,0.0,0.0
407615,,,0.0
407650,,,35.0
407651,50.0,65.38,100.0
407697,,,0.0
407704,60.27,,50.0
407713,,,0.0
407731,,16.67,5.56
407845,100.0,,25.0
407943,100.0,0.0,22.22
408003,33.33,,12.5
408079,,45.45,50.0
408182,43.21,,50.0
408318,0.0,0.0,25.59
408393,,33.33,33.33
408459,0.0,66.67,40.33
408487,0.0,,43.01
408519,0.0,50.0,46.15
408557,,,0.0
408598,,16.67,20.0
408643,16.67,,40.0
408727,,100.0,100.0
408773,,,23.08
408780,,,0.0
408863,40.0,33.33,14.29
408864,,0.0,0.0
408913,,0.0,34.33
408992,24.14,0.0,23.33
409094,,100.0,0.0
409102,,25.0,16.67
409141,0.0,16.67,25.0
409228,,,100.0
409259,54.37,,57.14
409265,20.42,0.0,0.0
409275,,0.0,0.0
409279,20.0,,0.0
409354,,,50.0
409473,100.0,,44.9
409475,,0.0,33.33
409508,,,0.0
409617,,100.0,33.33
409623,50.0,,50.0
409631,,,0.0
409744,29.76,46.15,13.89
409792,,0.0,0.0
409799,33.33,,50.0
409820,100.0,0.0,58.33
409826,,0.0,0.0
409875,5.88,9.52,22.22
409958,,100.0,40.0
409976,50.0,0.0,0.0
410012,50.0,13.95,0.0
410072,0.0,0.0,9.09
410102,22.22,,41.51
410273,,,0.0
410289,0.0,0.0,0.0
410326,100.0,,57.14
410341,,,41.94
410443,27.57,0.0,33.33
410556,,,0.0
410636,31.78,40.0,50.0
410652,,16.67,33.33
410677,0.0,30.09,0.0
410699,27.78,,30.0
410740,0.0,,54.84
410747,0.0,6.25,29.55
410761,,,66.67
410767,25.0,10.53,50.0
410824,,18.33,33.33
410825,21.74,,16.67
410847,50.0,66.67,33.33
410860,22.45,35.48,41.38
410928,0.0,,0.0
410937,23.73,0.0,42.86
410946,0.0,32.97,16.67
411022,25.0,38.89,55.88
411023,0.0,0.0,8.33
411063,40.3,,50.0
411141,,,33.33
411216,100.0,20.0,0.0
411229,,0.0,0.0
411247,,15.79,27.59
411326,33.33,20.0,50.0
411428,13.33,0.0,33.33
411514,,,100.0
411591,33.33,100.0,58.8
411632,38.85,38.89,37.29
411645,0.0,17.95,19.82
411767,,47.5,34.78
411882,,50.0,100.0
411918,,,25.0
411944,0.0,0.0,0.0
411954,,,31.65
411965,,25.0,0.0
412036,20.0,,0.0
412074,,,28.3
412080,0.0,0.0,58.33
412252,,,25.93
412282,,20.0,33.33
412335,0.0,0.0,25.0
412395,,42.86,33.33
412426,33.33,0.0,0.0
412483,,,50.0
412486,0.0,100.0,22.22
412507,,0.0,51.72
412519,37.18,,0.0
412591,0.0,0.0,0.0
412763,20.0,53.37,33.33
412770,57.67,60.0,100.0
412808,45.45,33.33,0.0
412908,,71.43,0.0
412916,,28.57,33.33
412923,34.18,,45.45
412992,,,0.0
413020,0.0,22.22,0.0
413033,,,0.0
413049,0.0,0.0,30.0
413075,42.42,33.33,0.0
413127,50.0,42.96,66.67
413180,60.78,42.11,46.77
413251,50.0,57.14,100.0
413254,0.0,20.0,0.0
413337,54.64,44.38,40.0
413354,,,25.0
413379,33.33,51.85,0.0
413399,21.95,,100.0
413494,0.0,0.0,25.0
413501,65.21,60.0,25.0
413531,0.0,0.0,0.0
413570,,0.0,20.0
413670,68.97,0.0,30.96
413872,,34.29,33.33
413910,0.0,16.67,26.67
414002,,,55.56
414027,20.0,,15.56
414055,34.65,0.0,27.59
414058,25.0,21.05,100.0
414062,33.33,66.67,36.14
414064,16.67,33.33,28.57
414076,49.25,42.31,50.0
414121,0.0,0.0,0.0
414127,,33.33,25.0
414173,,20.0,33.33
414184,50.0,0.0,25.0
414271,100.0,20.0,0.0
414272,,,100.0
414285,33.33,50.0,100.0
414376,0.0,0.0,33.33
414385,,,28.21
414408,,20.0,16.67
414413,42.11,100.0,50.0
414441,0.0,0.0,33.33
414458,,66.67,43.48
414521,31.25,7.14,62.5
414813,40.0,20.0,15.38
414825,,,0.0
414972,100.0,14.29,40.63
415032,,,0.0
415057,0.0,0.0,29.36
415078,26.09,0.0,16.67
415258,,,28.57
415303,,0.0,100.0
415324,,0.0,42.42
415409,,,33.33
415448,29.26,31.08,9.46
415540,100.0,33.33,100.0
415627,,0.0,16.67
415628,,100.0,44.44
415661,41.86,0.0,0.0
415668,0.0,0.0,34.81
415745,19.44,0.0,12.5
415865,25.0,100.0,28.57
415892,,23.53,33.33
416013,,,14.29
416029,,0.0,100.0
416037,20.51,,0.0
416100,,0.0,16.67
416224,,33.33,44.55
416352,23.08,25.0,0.0
416354,,,0.0
416394,,0.0,0.0
416412,0.0,37.5,0.0
416467,25.0,41.67,30.77
416518,50.0,,45.24
416521,14.52,7.27,0.0
416549,,67.57,100.0
416564,100.0,34.95,14.29
416627,33.33,35.71,36.36
416630,0.0,50.0,48.75
416631,0.0,57.14,0.0
416791,,0.0,54.55
416926,34.6,47.37,0.0
416996,,53.33,30.77
417040,0.0,,40.0
417057,43.22,0.0,47.22
417143,,0.0,0.0
417194,31.25,15.38,15.0
417228,0.0,15.0,0.0
417292,0.0,9.09,10.0
417311,,0.0,42.11
417562,50.0,100.0,50.8
417629,,,14.29
417685,,22.22,53.88
417791,,28.57,0.0
417806,,0.0,26.56
417864,57.14,22.22,40.0
417872,,0.0,33.33
417896,,10.0,0.0
417980,0.0,60.0,0.0
418066,100.0,50.0,57.14
418146,0.0,,27.27
418183,,40.0,22.22
418235,,28.81,0.0
418349,25.0,,23.08
418400,,,0.0
418413,50.0,0.0,30.43
418439,,10.0,0.0
418482,,,23.53
418518,,100.0,0.0
418556,33.33,40.88,33.61
418563,33.33,49.18,71.43
418591,,,0.0
418638,0.0,,43.75
418715,25.0,44.44,0.0
418729,40.0,33.33,100.0
418872,42.86,,40.0
418938,41.18,,0.0
419017,,0.0,33.33
419075,28.57,28.9,30.48
419097,0.0,0.0,23.81
419338,0.0,19.67,0.0
419352,50.0,,32.5
419371,100.0,8.33,0.0
419404,0.0,66.67,12.5
419425,,,55.56
419436,21.43,0.0,45.45
419448,,30.0,9.09
419449,,33.33,20.0
419516,,29.41,0.0
419525,50.0,50.0,100.0
419656,,,33.33
419705,66.67,35.58,33.33
419710,19.51,,33.33
419730,,,0.0
419788,,13.33,0.0
419863,,0.0,0.0
419956,34.21,0.0,50.19
419970,11.54,10.0,43.06
420001,50.0,42.86,32.65
420055,,75.0,0.0
420123,,,60.0
420141,0.0,0.0,16.67
420303,0.0,14.29,30.0
420357,0.0,,50.0
420376,,,40.0
420447,26.92,0.0,22.22
420504,,0.0,20.0
420555,0.0,,0.0
420613,,13.76,20.0
420688,,,31.82
420700,,,0.0
420707,,,28.57
420747,,,26.67
420797,0.0,30.0,12.5
420851,44.44,35.71,0.0
420964,,,33.33
421009,33.33,0.0,33.33
421010,,,0.0
421049,,0.0,25.0
421089,,,15.38
421118,,,50.0
421143,37.35,,50.0
421162,,31.25,28.57
421163,20.0,66.67,25.78
421195,23.53,26.25,31.75
421223,,25.0,28.57
421394,38.46,0.0,55.56
421611,34.01,14.29,25.0
421642,0.0,14.29,0.0
421705,50.0,0.0,50.0
421765,16.33,0.0,0.0
421786,,0.0,33.33
422080,0.0,41.67,0.0
422133,0.0,0.0,50.0
422134,,,33.33
422184,,40.0,35.06
422198,0.0,0.0,33.33
